timestamp,tweet_text,username,all_hashtags,followers_count
2020-02-24 18:48:08,Would it be wise to cancel Brasil carnaval? #COVID19   #coronavirus #CoronavirusOutbreak #coronaviruslombardia #SouthKorea #Pandemia #COVID2019 #pandemic #news #Covid_19 #virus #China #Italia #Wuhan #Italy #RiodeJaneiro,nice_guy87,"['COVID19', 'coronavirus', 'CoronavirusOutbreak', 'coronaviruslombardia', 'SouthKorea', 'Pandemia', 'COVID2019', 'pandemic', 'news', 'Covid_19', 'virus', 'China', 'Italia', 'Wuhan', 'Italy', 'RiodeJaneiro']",4011,Europe ,3524,False,,0,1
2020-02-24 18:44:31,Coronavirus: How the deadly epidemic sparked a global emergency | Four Corners. #4Corners #CoronavirusOutbreak #Coronavirus #CoronavirusTruth #COVID19 #WuhanCoronavirus #Wuhan #China  https://t.co/Mstiantsew,SirBenKenobi,"['4Corners', 'CoronavirusOutbreak', 'Coronavirus', 'CoronavirusTruth', 'COVID19', 'WuhanCoronavirus', 'Wuhan', 'China']",2346,,108988,False,,0,0
2020-02-24 18:42:38,Just to clarify;reported deaths r the numbers that governments announce. In no way do they represent the actual numbers. All those ppl who were quarantined in their homes in #Wuhan and died have not been reported as deaths caused by #coronavirus simply coz they weren’t diagnosed,ZaINaBiiiii,"['Wuhan', 'coronavirus']",7441,"England, United Kingdom",6110,False,,4,1
2020-02-24 18:42:30,"I'm not saying this is protecting you in any way, shape or form, but if you have no alternative: Today's DIY:  #COVID19 #H4N1 #coronavirus #Covid_19 #coronavirus #Corona #China #infection #wuhan #wuhanflu #chinaflu #DIY #chinaflu https://t.co/YSTtymBbQK",RvanderDonk1,"['COVID19', 'H4N1', 'coronavirus', 'Covid_19', 'coronavirus', 'Corona', 'China', 'infection', 'wuhan', 'wuhanflu', 'chinaflu', 'DIY', 'chinaflu']",67,"Amsterdam, Nederland",407,False,,4,3
2020-02-24 18:41:53,Is the #COVID19 going to spread during the Brasil carnaval?   #coronavirus #CoronavirusOutbreak #coronaviruslombardia #Pandemia #COVID2019 #Covid_19 #virus #China #Wuhan #Italy #RiodeJaneiro,nice_guy87,"['COVID19', 'coronavirus', 'CoronavirusOutbreak', 'coronaviruslombardia', 'Pandemia', 'COVID2019', 'Covid_19', 'virus', 'China', 'Wuhan', 'Italy', 'RiodeJaneiro']",4011,Europe ,3524,False,,0,1
2020-02-24 18:41:30,#BreakingNews &lt;&lt;&lt; Honduran woman suspected of contracting #Wuhan... | #Taiwan News https://t.co/WNx4EB8f2q #COVID19 #coronavirus #Honduras,BostonRoca,"['BreakingNews', 'Wuhan', 'Taiwan', 'COVID19', 'coronavirus', 'Honduras']",1223,"Boston, MA",207801,False,,0,1
2020-02-24 18:40:42,"Why would #China open 40 #mobile #incineration #ovens in #Wuhan when its #CoronaVirus containment is so effective? With so few deaths, was a &gt;500% increase in #cremation rates (5 to 24 h/day) at #FuneralHomes unable to manage the load? @DrEricDing #COVID19 https://t.co/xE1IETNwMK https://t.co/XMeGLpoV4u",DavidLHagen,"['China', 'mobile', 'incineration', 'ovens', 'Wuhan', 'CoronaVirus', 'cremation', 'FuneralHomes', 'COVID19']",275,USA,17774,False,,1,1
2020-02-24 18:39:04,"#Coronavirus will ""decrease #earnings and #growth"" around the world, analyst says   COVID19 #COVID_19 #ChinaVirus #StockMarket #Economy #WorldsEconomy #UsStockMarket #virus #Wuhan #WuhanVirus  https://t.co/B0x9dJE5YP",PawlowskiMario,"['Coronavirus', 'earnings', 'growth', 'COVID_19', 'ChinaVirus', 'StockMarket', 'Economy', 'WorldsEconomy', 'UsStockMarket', 'virus', 'Wuhan', 'WuhanVirus']",6754,Chicago IL,5107,False,,3,5
2020-02-24 18:37:09,The U.S. Centers for Disease Control and Prevention (CDC) said on Monday there were 14 confirmed cases of the #coronavirus in the country apart from the 39 cases among those evacuated from the Diamond Princess cruise ship and the city of #Wuhan in #China. https://t.co/ESIjHDN6NS,srbija_eu,"['coronavirus', 'Wuhan', 'China']",328,Иной мир. Drugi svet.,121608,False,,0,0
2020-02-24 18:36:40,China Cancels Top Political Meeting As Virus Crisis Worsens   First time since 1995...  https://t.co/4ODopQXGs4  #BreakingNews #Breaking #Coronavirus #Wuhan #CoronavirusOutbreak #COVID19 #Collapse #China,SecretNews,"['BreakingNews', 'Breaking', 'Coronavirus', 'Wuhan', 'CoronavirusOutbreak', 'COVID19', 'Collapse', 'China']",1409,,112473,False,,0,1
